,Unnamed: 0,Unnamed: 0.1,ID_cliente1,ID_cliente2,Numero_de_llamados,genero_cliente1,edad_cliente1
1123,1123,1123,247490429,153469755,4,FEMENINO,25
1124,1124,1124,264074398,44060194,0,FEMENINO,32
1125,1125,1125,264558694,13483298,1,MASCULINO,72
1126,1126,1126,207972553,115418975,1,MASCULINO,43
1127,1127,1127,226215879,98783209,1,MASCULINO,29
1128,1128,1128,78090540,530364,1,MASCULINO,76
1129,1129,1129,250903323,147804245,2,MASCULINO,44
1130,1130,1130,101404642,70076558,2,MASCULINO,52
1131,1131,1131,189077603,90083501,14,MASCULINO,52
1132,1132,1132,28733020,31187284,1,MASCULINO,71
1133,1133,1133,1688755,1614629,88,MASCULINO,42
1134,1134,1134,42644421,95689491,0,FEMENINO,22
1135,1135,1135,40931521,275334311,8,MASCULINO,32
1136,1136,1136,41709746,24618526,1,FEMENINO,69
1137,1137,1137,193709122,3052222,1,MASCULINO,53
1138,1138,1138,267947765,143637075,3,FEMENINO,25
1139,1139,1139,3005663,182040753,1,MASCULINO,70
1140,1140,1140,23617212,31765900,32,MASCULINO,61
1141,1141,1141,1661733,3444939,1,MASCULINO,79
1142,1142,1142,28369839,189072233,2,MASCULINO,61
1143,1143,1143,1218779,98631173,1,MASCULINO,64
1144,1144,1144,273369207,274644577,0,MASCULINO,44
1145,1145,1145,195237670,40687634,0,MASCULINO,53
1146,1146,1146,14449967,209459689,0,MASCULINO,45
1147,1147,1147,20811996,129594036,13,MASCULINO,24
1148,1148,1148,233908589,14866323,1,FEMENINO,62
1149,1149,1149,2262369,233723535,0,MASCULINO,25
1150,1150,1150,985370,112830422,2,MASCULINO,37
1151,1151,1151,186589912,50092448,2,MASCULINO,63
1152,1152,1152,52628833,830975,1,MASCULINO,71
1153,1153,1153,40997579,2777317,1,FEMENINO,40
1154,1154,1154,20812997,129690595,2,MASCULINO,58
1155,1155,1155,252934252,82181532,2,MASCULINO,23
1156,1156,1156,98897132,35298004,0,MASCULINO,24
1157,1157,1157,2466052,19257196,1,MASCULINO,28
1158,1158,1158,234141239,201055465,1,MASCULINO,54
1159,1159,1159,199732681,166755983,1,MASCULINO,70
1160,1160,1160,2644992,7632448,1,MASCULINO,66
1161,1161,1161,88814241,2160095,1,FEMENINO,48
1162,1162,1162,233578306,236873758,1,MASCULINO,49
1163,1163,1163,228392482,90725238,1,MASCULINO,22
1164,1164,1164,2043795,246978557,1,MASCULINO,20
1165,1165,1165,218933885,219243715,1,MASCULINO,29
1166,1166,1166,41583047,32788817,2,MASCULINO,52
1167,1167,1167,233868909,218848539,0,MASCULINO,41
1168,1168,1168,69592236,202631900,2,FEMENINO,25
1169,1169,1169,259322567,17678041,5,MASCULINO,62
1170,1170,1170,79747,174977837,1,MASCULINO,32
1171,1171,1171,270139649,761207,1,MASCULINO,75
1172,1172,1172,236645678,38749674,2,MASCULINO,33
1173,1173,1173,266013025,1582231,0,MASCULINO,64
1174,1174,1174,22561399,31298649,27,MASCULINO,77
1175,1175,1175,49175019,21795733,2,MASCULINO,56
1176,1176,1176,161228891,44007053,2,MASCULINO,75
1177,1177,1177,38275684,98572020,1,MASCULINO,22
1178,1178,1178,14296099,18235797,1,MASCULINO,30
1179,1179,1179,267760085,20418259,2,MASCULINO,38
1180,1180,1180,97405105,63199079,2,MASCULINO,29
1181,1181,1181,264678730,139829526,1,MASCULINO,45
1182,1182,1182,655995,151821,6,FEMENINO,34
1183,1183,1183,21397717,25163659,1,FEMENINO,78
1184,1184,1184,175375810,159435798,0,FEMENINO,55
1185,1185,1185,227827549,126003011,1,MASCULINO,50
1186,1186,1186,165503970,50866918,5,MASCULINO,21
1187,1187,1187,144757296,11562880,1,FEMENINO,74
1188,1188,1188,17656874,266991630,1,MASCULINO,20
1189,1189,1189,123228522,39377054,0,MASCULINO,55
1190,1190,1190,10396627,122318709,1,FEMENINO,37
1191,1191,1191,233129892,335356,0,MASCULINO,35
1192,1192,1192,1287125,227694331,1,FEMENINO,77
1193,1193,1193,35393861,84634995,1,MASCULINO,43
1194,1194,1194,19908706,53253910,3,FEMENINO,34
1195,1195,1195,266873320,147734024,2,MASCULINO,33
1196,1196,1196,195434826,228664390,0,MASCULINO,22
1197,1197,1197,263109394,240199582,0,MASCULINO,58
1198,1198,1198,100606502,192144106,0,MASCULINO,33
1199,1199,1199,103630483,126652229,0,FEMENINO,46
1200,1200,1200,41156474,193070038,1,MASCULINO,66
1201,1201,1201,207964731,48595109,1,MASCULINO,77
1202,1202,1202,244363873,153958463,3,MASCULINO,33
1203,1203,1203,115013664,224386512,1,MASCULINO,26
1204,1204,1204,82424201,268491391,1,MASCULINO,33
1205,1205,1205,23561915,34998421,3,MASCULINO,70
1206,1206,1206,233059611,273135333,0,FEMENINO,66
1207,1207,1207,239187263,7483225,1,MASCULINO,38
1208,1208,1208,54566230,276278930,3,MASCULINO,28
1209,1209,1209,216275991,59615889,9,FEMENINO,30
1210,1210,1210,180333222,106918722,0,MASCULINO,57
1211,1211,1211,117034137,92692247,1,MASCULINO,49
1212,1212,1212,1536208,10489104,1,MASCULINO,31
1213,1213,1213,35975984,248361072,2,MASCULINO,51
1214,1214,1214,4176090,41557190,2,MASCULINO,59
1215,1215,1215,60383909,181978795,1,MASCULINO,25
1216,1216,1216,212449430,21907626,0,MASCULINO,77
1217,1217,1217,233802168,222990936,1,MASCULINO,42
1218,1218,1218,201733150,35895962,1,MASCULINO,44
1219,1219,1219,31249030,19923626,7,FEMENINO,55
1220,1220,1220,276353041,149266943,1,MASCULINO,57
1221,1221,1221,87574325,8739,2,MASCULINO,54
1222,1222,1222,118290480,142824224,38,MASCULINO,48
1223,1223,1223,569,179753103,1,MASCULINO,52
1224,1224,1224,26840080,156251832,3,MASCULINO,40
1225,1225,1225,116774905,40495687,0,MASCULINO,38
1226,1226,1226,28711043,166307373,1,MASCULINO,34
1227,1227,1227,116487317,193396075,1,MASCULINO,49
1228,1228,1228,127922310,271838530,0,MASCULINO,27
1229,1229,1229,1695738,1704854,1,MASCULINO,62
1230,1230,1230,210423628,221588228,6,MASCULINO,75
1231,1231,1231,66326739,211925253,51,MASCULINO,29
1232,1232,1232,225639801,476495,1,MASCULINO,28
1233,1233,1233,19646452,2984268,1,MASCULINO,33
1234,1234,1234,203858588,31289548,2,MASCULINO,42
1235,1235,1235,266873096,147467496,6,MASCULINO,48
1236,1236,1236,185812618,233620870,1,MASCULINO,60
1237,1237,1237,11400022,255625826,2,FEMENINO,55
1238,1238,1238,1071140,40629748,1,FEMENINO,22
1239,1239,1239,222735304,40871064,3,FEMENINO,21
1240,1240,1240,272837686,160757410,1,MASCULINO,29
1241,1241,1241,240352818,13408310,2,MASCULINO,77
1242,1242,1242,3638977,7218887,2,MASCULINO,24
1243,1243,1243,16055195,237176373,2,FEMENINO,33
1244,1244,1244,89891580,1712148,3,FEMENINO,61
1245,1245,1245,258551249,306191,1,MASCULINO,54
1246,1246,1246,183345871,126066025,1,FEMENINO,62
1247,1247,1247,245685667,3049109,9,FEMENINO,74
1248,1248,1248,661694,176698,1,MASCULINO,29
1249,1249,1249,217859,165327701,1,FEMENINO,44
1250,1250,1250,266962951,5217369,0,MASCULINO,78
1251,1251,1251,151894439,97935449,3,MASCULINO,77
1252,1252,1252,1993305,49618887,6,MASCULINO,61
1253,1253,1253,5012663,1502569,1,MASCULINO,62
1254,1254,1254,124888339,131897477,1,MASCULINO,38
1255,1255,1255,27074810,73952710,1,MASCULINO,51
1256,1256,1256,151291,169767629,2,MASCULINO,58
1257,1257,1257,255980749,86288971,0,MASCULINO,33
1258,1258,1258,267470154,39221270,1,FEMENINO,41
1259,1259,1259,20525878,81849546,0,MASCULINO,43
1260,1260,1260,272954425,86046439,1,FEMENINO,38
1261,1261,1261,274204403,86340621,0,MASCULINO,59
1262,1262,1262,25134507,267662749,0,FEMENINO,35
1263,1263,1263,149418643,60177197,74,MASCULINO,39
1264,1264,1264,26104471,929553,12,MASCULINO,59
1265,1265,1265,80375552,66841720,0,MASCULINO,29
1266,1266,1266,127970571,41589,1,MASCULINO,71
1267,1267,1267,619448,3004648,2,MASCULINO,77
1268,1268,1268,130009632,80120,1,MASCULINO,54
1269,1269,1269,62077401,272349167,2,MASCULINO,57
1270,1270,1270,183221516,368932,3,MASCULINO,45
1271,1271,1271,101894704,106951312,2,MASCULINO,40
1272,1272,1272,144761319,144993521,5,MASCULINO,79
1273,1273,1273,90207301,47069971,0,FEMENINO,68
1274,1274,1274,240434579,9754693,1,MASCULINO,60
1275,1275,1275,154383094,272406690,6,MASCULINO,72
1276,1276,1276,11775816,31292560,6,FEMENINO,21
1277,1277,1277,214479746,107913758,0,MASCULINO,35
1278,1278,1278,247510136,17326488,1,MASCULINO,47
1279,1279,1279,255454491,252869005,10,MASCULINO,73
1280,1280,1280,132531638,255694898,10,MASCULINO,72
1281,1281,1281,18626296,204058568,2,MASCULINO,63
1282,1282,1282,3342261,162006355,1,MASCULINO,63
1283,1283,1283,217043343,276904057,0,MASCULINO,27
1284,1284,1284,213708482,7835054,1,MASCULINO,33
1285,1285,1285,253707115,31989741,4,MASCULINO,70
1286,1286,1286,241988476,41293732,1,MASCULINO,30
1287,1287,1287,26495849,178143223,1,MASCULINO,44
1288,1288,1288,268758579,23973701,0,MASCULINO,63
1289,1289,1289,70582149,70078539,0,MASCULINO,47
1290,1290,1290,240136058,28459390,2,FEMENINO,29
1291,1291,1291,1291199,94621361,1,FEMENINO,31
1292,1292,1292,265760221,219665731,1,MASCULINO,68
1293,1293,1293,34184482,27663262,0,MASCULINO,35
1294,1294,1294,227720445,66651,3,MASCULINO,72
1295,1295,1295,3594599,11856921,1,MASCULINO,71
1296,1296,1296,93782207,83044721,1,MASCULINO,62
1297,1297,1297,200918782,221247242,1,MASCULINO,40
1298,1298,1298,117481501,264159483,0,MASCULINO,53
1299,1299,1299,243203457,29484343,5,FEMENINO,75
1300,1300,1300,276612193,64146663,1,FEMENINO,39
1301,1301,1301,276439976,74948128,1,MASCULINO,20
1302,1302,1302,204324892,66530292,0,FEMENINO,67
1303,1303,1303,167033812,17792180,3,FEMENINO,42
1304,1304,1304,273445555,270327069,2,FEMENINO,27
1305,1305,1305,246678231,4677465,1,MASCULINO,49
1306,1306,1306,24429283,44974821,5,FEMENINO,75
1307,1307,1307,85328160,81073568,15,FEMENINO,52
1308,1308,1308,616954,3302566,1,MASCULINO,47
1309,1309,1309,114640765,47463699,9,MASCULINO,37
1310,1310,1310,227102983,39377337,0,FEMENINO,36
1311,1311,1311,270110606,1509994,1,MASCULINO,39
1312,1312,1312,1102490,39826558,1,FEMENINO,38
1313,1313,1313,230459819,223009853,1,MASCULINO,73
1314,1314,1314,54125887,102338041,1,MASCULINO,61
1315,1315,1315,130352476,179428284,4,MASCULINO,40
1316,1316,1316,71488311,145015113,7,MASCULINO,75
1317,1317,1317,1158562,103405550,1,MASCULINO,40
1318,1318,1318,142365915,233786301,7,MASCULINO,50
1319,1319,1319,22258285,253638723,4,MASCULINO,42
1320,1320,1320,82265750,213593106,4,MASCULINO,38
1321,1321,1321,184988649,20477335,2,FEMENINO,32
1322,1322,1322,11622565,41273891,13,FEMENINO,51
1323,1323,1323,249489830,38580314,0,FEMENINO,31
1324,1324,1324,343262,22282034,0,MASCULINO,39
1325,1325,1325,10380444,255608956,1,MASCULINO,44
1326,1326,1326,144932319,245857,4,MASCULINO,41
1327,1327,1327,20487506,149696814,6,MASCULINO,52
1328,1328,1328,6952140,9529740,1,FEMENINO,55
1329,1329,1329,10442794,50461542,1,MASCULINO,69
1330,1330,1330,255880904,24308608,1,MASCULINO,64
1331,1331,1331,598588,273058716,5,MASCULINO,56
1332,1332,1332,1643651,3541605,1,FEMENINO,41
1333,1333,1333,117352116,272031916,0,FEMENINO,66
1334,1334,1334,69191064,92647576,0,FEMENINO,46
1335,1335,1335,3025749,47811171,3,MASCULINO,24
1336,1336,1336,1601857,7574391,1,MASCULINO,64
1337,1337,1337,50203320,22924560,1,MASCULINO,77
1338,1338,1338,182224451,132727717,2,MASCULINO,33
1339,1339,1339,254039536,212545008,2,FEMENINO,28
1340,1340,1340,1298971,161472285,10,MASCULINO,68
1341,1341,1341,27753910,230383786,1,MASCULINO,24
1342,1342,1342,242214490,228102422,1,MASCULINO,69
1343,1343,1343,674907,201188485,0,MASCULINO,68
1344,1344,1344,273236411,15699693,1,MASCULINO,37
1345,1345,1345,22585654,230974690,1,MASCULINO,50
1346,1346,1346,247284712,165569088,1,MASCULINO,66
1347,1347,1347,276317197,218532539,0,MASCULINO,36
1348,1348,1348,246455143,86518393,1,MASCULINO,38
1349,1349,1349,178023483,255794557,1,MASCULINO,26
1350,1350,1350,1759735,264524433,2,MASCULINO,75
1351,1351,1351,3752409,330279,7,MASCULINO,55
1352,1352,1352,70587792,2398488,116,MASCULINO,67
1353,1353,1353,267356251,181330685,0,MASCULINO,38
1354,1354,1354,161284001,39377383,0,MASCULINO,41
1355,1355,1355,550478,76044898,1,MASCULINO,36
1356,1356,1356,389004,19137260,7,MASCULINO,63
1357,1357,1357,1664467,2406813,4,FEMENINO,65
1358,1358,1358,663089,731503,2,MASCULINO,56
1359,1359,1359,163333289,40314455,1,MASCULINO,41
1360,1360,1360,26131130,553206,1,FEMENINO,72
1361,1361,1361,30460271,203859025,1,MASCULINO,21
1362,1362,1362,6213610,125796902,3,MASCULINO,79
1363,1363,1363,230324348,30980724,3,MASCULINO,39
1364,1364,1364,800323,260457061,39,MASCULINO,28
1365,1365,1365,29207965,894395,1,MASCULINO,63
1366,1366,1366,2029433,113636727,2,MASCULINO,51
1367,1367,1367,19367949,22444755,2,MASCULINO,29
1368,1368,1368,111043662,264799090,1,MASCULINO,69
1369,1369,1369,245547397,10892275,0,FEMENINO,67
1370,1370,1370,7099128,482808,23,MASCULINO,24
1371,1371,1371,15573521,1357831,2,MASCULINO,52
1372,1372,1372,100979650,166456222,1,MASCULINO,71
1373,1373,1373,33691899,60361645,1,MASCULINO,25
1374,1374,1374,265969555,3772501,0,MASCULINO,78
1375,1375,1375,12642098,41200126,1,MASCULINO,71
1376,1376,1376,125304380,240375588,1,MASCULINO,50
1377,1377,1377,167780059,237137797,4,MASCULINO,45
1378,1378,1378,20474266,84496094,2,MASCULINO,59
1379,1379,1379,28758341,30341379,1,FEMENINO,79
1380,1380,1380,22958203,274719293,0,FEMENINO,68
1381,1381,1381,233838247,20433177,2,MASCULINO,36
1382,1382,1382,43654700,31029388,0,MASCULINO,35
1383,1383,1383,355566,88461882,2,MASCULINO,37
1384,1384,1384,215168215,63609289,10,MASCULINO,34
1385,1385,1385,138982821,253207083,3,FEMENINO,66
1386,1386,1386,160824768,271506240,0,FEMENINO,69
1387,1387,1387,195134970,45378046,1,FEMENINO,37
1388,1388,1388,256947454,172879186,1,MASCULINO,29
1389,1389,1389,70108341,33407475,2,MASCULINO,28
1390,1390,1390,169427147,129085901,125,MASCULINO,51
1391,1391,1391,269891005,83895691,1,FEMENINO,54
1392,1392,1392,1956951,51110945,1,FEMENINO,50
1393,1393,1393,240456066,75083310,1,FEMENINO,56
1394,1394,1394,88605013,968059,10,FEMENINO,34
1395,1395,1395,5019496,69392944,3,MASCULINO,31
1396,1396,1396,35695041,265107799,0,MASCULINO,75
1397,1397,1397,487198,12828546,2,MASCULINO,73
1398,1398,1398,264383862,224567226,0,MASCULINO,59
1399,1399,1399,203259103,2006513,2,FEMENINO,25
1400,1400,1400,160272966,239960938,0,MASCULINO,29
1401,1401,1401,55956660,181148,1,MASCULINO,33
1402,1402,1402,266012391,1185761,0,MASCULINO,52
1403,1403,1403,201636384,242083336,10,FEMENINO,51
1404,1404,1404,272875513,23179471,1,MASCULINO,44
1405,1405,1405,14467900,6148212,1,FEMENINO,40
1406,1406,1406,195240757,240242243,12,FEMENINO,45
1407,1407,1407,192533582,14002626,1,MASCULINO,43
1408,1408,1408,79098154,383606,5,MASCULINO,20
1409,1409,1409,672246,359506,1,MASCULINO,51
1410,1410,1410,197580094,20509250,0,MASCULINO,58
1411,1411,1411,229215782,237864066,1,MASCULINO,49
1412,1412,1412,69720518,58517050,161,FEMENINO,55
1413,1413,1413,266012483,1077485,0,MASCULINO,25
1414,1414,1414,270139687,300953,1,MASCULINO,69
1415,1415,1415,21066985,246748295,4,MASCULINO,42
1416,1416,1416,494164,12154172,2,MASCULINO,66
1417,1417,1417,17484320,10765728,1,FEMENINO,61
1418,1418,1418,105734013,7130643,4,MASCULINO,57
1419,1419,1419,166151,33452553,1,MASCULINO,69
1420,1420,1420,247102782,110957002,113,MASCULINO,37
1421,1421,1421,12201685,204534643,1,MASCULINO,58
1422,1422,1422,63518212,194784332,2,FEMENINO,57
1423,1423,1423,20550594,12011086,1,MASCULINO,22
1424,1424,1424,2060500,44156228,0,MASCULINO,35
1425,1425,1425,1468307,15677077,8,MASCULINO,26
1426,1426,1426,435069,15951019,2,MASCULINO,43
1427,1427,1427,201200543,9275361,2,FEMENINO,43
1428,1428,1428,264322592,26515088,1,MASCULINO,74
1429,1429,1429,42755078,149123874,1,MASCULINO,41
1430,1430,1430,20988062,133375474,1,MASCULINO,69
1431,1431,1431,185634475,54339109,1,MASCULINO,64
1432,1432,1432,249432306,112717702,0,FEMENINO,28
1433,1433,1433,64963103,237727537,1,MASCULINO,41
1434,1434,1434,63182492,65046124,1,MASCULINO,56
1435,1435,1435,265969934,6163466,0,MASCULINO,66
1436,1436,1436,103881505,57821311,1,FEMENINO,25
1437,1437,1437,38445356,220525572,1,FEMENINO,72
1438,1438,1438,238671808,122187800,1,MASCULINO,48
1439,1439,1439,265987913,72331079,0,FEMENINO,42
1440,1440,1440,2072882,54599142,1,MASCULINO,76
1441,1441,1441,269997835,19782725,1,MASCULINO,61
1442,1442,1442,29139019,138097909,1,MASCULINO,31
1443,1443,1443,275017838,21028626,25,MASCULINO,51
1444,1444,1444,260316195,11390005,0,MASCULINO,74
1445,1445,1445,2282023,41381729,1,MASCULINO,49
1446,1446,1446,240754904,242285248,0,FEMENINO,65
1447,1447,1447,1883055,268206401,18,FEMENINO,30
1448,1448,1448,255743331,49208565,1,MASCULINO,65
1449,1449,1449,5788199,4151681,1,FEMENINO,43
1450,1450,1450,121594623,78113489,2,MASCULINO,71
1451,1451,1451,252540319,251783713,3,MASCULINO,50
1452,1452,1452,200988836,223890180,14,MASCULINO,29
1453,1453,1453,272411826,1605670,1,FEMENINO,50
1454,1454,1454,123706830,196256514,2,MASCULINO,61
1455,1455,1455,233671555,35913173,2,MASCULINO,53
1456,1456,1456,598606,215283826,4,MASCULINO,66
1457,1457,1457,264694766,2918402,1,MASCULINO,48
1458,1458,1458,127251079,39377401,0,MASCULINO,42
1459,1459,1459,270489944,190002464,9,MASCULINO,33
1460,1460,1460,2115903,118886361,2,MASCULINO,28
1461,1461,1461,258984334,95500002,1,MASCULINO,25
1462,1462,1462,120225905,30895071,0,MASCULINO,66
1463,1463,1463,51676176,273020272,1,MASCULINO,20
1464,1464,1464,2284770,108696814,8,MASCULINO,34
1465,1465,1465,247151962,240456094,1,MASCULINO,49
1466,1466,1466,100700131,57958757,2,MASCULINO,35
1467,1467,1467,642710,11221962,1,FEMENINO,31
1468,1468,1468,1871803,96013,9,MASCULINO,60
1469,1469,1469,127393979,231281725,2,MASCULINO,54
1470,1470,1470,105662357,197058795,2,MASCULINO,36
1471,1471,1471,12960814,20151386,1,MASCULINO,42
1472,1472,1472,188741884,125946780,1,MASCULINO,46
1473,1473,1473,272832415,243524097,1,MASCULINO,48
1474,1474,1474,200859296,98230312,1,MASCULINO,22
1475,1475,1475,88157132,180178332,3,MASCULINO,28
1476,1476,1476,126847,110982457,1,FEMENINO,67
1477,1477,1477,5780583,4439057,1,MASCULINO,47
1478,1478,1478,20977685,66641691,1,MASCULINO,34
1479,1479,1479,45425216,47200632,1,MASCULINO,72
1480,1480,1480,182043741,13181451,1,FEMENINO,70
1481,1481,1481,3416294,171303386,1,MASCULINO,72
1482,1482,1482,40039026,187095838,1,MASCULINO,41
1483,1483,1483,266012535,205174953,0,MASCULINO,62
1484,1484,1484,255348314,73730542,1,MASCULINO,53
1485,1485,1485,21444205,238558123,6,MASCULINO,56
1486,1486,1486,985043,190258085,8,MASCULINO,35
1487,1487,1487,261231158,21151026,1,MASCULINO,76
1488,1488,1488,252810599,33661841,6,MASCULINO,48
1489,1489,1489,253131322,214165942,12,MASCULINO,30
1490,1490,1490,4394325,42265235,1,MASCULINO,74
1491,1491,1491,23906831,267470009,1,MASCULINO,42
1492,1492,1492,163829435,7566397,1,MASCULINO,77
1493,1493,1493,213482176,222664528,2,MASCULINO,75
1494,1494,1494,246427587,17124277,1,MASCULINO,72
1495,1495,1495,39831190,65289786,5,FEMENINO,70
1496,1496,1496,177752726,65840386,2,MASCULINO,26
1497,1497,1497,243732647,53395265,1,MASCULINO,57
1498,1498,1498,233916801,20803471,1,MASCULINO,37
1499,1499,1499,22596604,15337412,1,MASCULINO,71
1500,1500,1500,19623778,152778086,1,FEMENINO,37
1501,1501,1501,73389541,224370411,1,FEMENINO,44
1502,1502,1502,2083285,53655467,3,MASCULINO,64
1503,1503,1503,255342709,6827347,1,MASCULINO,26
1504,1504,1504,1856145,1346647,5,MASCULINO,73
1505,1505,1505,61810137,151538463,0,MASCULINO,20
1506,1506,1506,51413523,20429941,2,FEMENINO,27
1507,1507,1507,105902652,182122140,1,MASCULINO,25
1508,1508,1508,66960101,178989899,3,MASCULINO,33
1509,1509,1509,178095031,45129969,7,MASCULINO,34
1510,1510,1510,240264420,272645556,2,MASCULINO,27
1511,1511,1511,162623025,83146623,1,FEMENINO,75
1512,1512,1512,268488879,47753041,2,FEMENINO,69
1513,1513,1513,223875565,235459443,1,FEMENINO,78
1514,1514,1514,111981480,267441072,4,FEMENINO,71
1515,1515,1515,246989956,116751812,1,MASCULINO,28
1516,1516,1516,134986452,238427164,1,MASCULINO,53
1517,1517,1517,26444548,39378452,0,MASCULINO,52
1518,1518,1518,39378893,27698811,0,MASCULINO,31
1519,1519,1519,22393308,228604900,1,FEMENINO,50
1520,1520,1520,17894582,60184474,1,FEMENINO,33
1521,1521,1521,38936488,54557600,35,MASCULINO,61
1522,1522,1522,1517593,22304583,1,MASCULINO,55
1523,1523,1523,28098671,271471313,0,MASCULINO,60
1524,1524,1524,3823512,11560400,1,MASCULINO,40
1525,1525,1525,263102805,238539307,0,MASCULINO,54
1526,1526,1526,276353952,272803072,1,MASCULINO,21
1527,1527,1527,196709696,8606976,2,MASCULINO,57
1528,1528,1528,67625188,1622940,2,MASCULINO,30
1529,1529,1529,243521271,133708193,0,MASCULINO,60
1530,1530,1530,223598077,118779787,1,MASCULINO,32
1531,1531,1531,262320402,85658270,4,MASCULINO,66
1532,1532,1532,180650620,16546892,1,FEMENINO,75
1533,1533,1533,805370,1075974,1,MASCULINO,49
1534,1534,1534,236335562,1174846,1,MASCULINO,53
1535,1535,1535,86542294,215640634,1,MASCULINO,43
1536,1536,1536,245243,35473189,2,MASCULINO,54
1537,1537,1537,234024164,80020876,36,MASCULINO,39
1538,1538,1538,213816671,67364113,1,MASCULINO,61
1539,1539,1539,48324813,81638187,1,MASCULINO,70
1540,1540,1540,260316035,10801669,0,MASCULINO,63
1541,1541,1541,202182884,149186884,2,MASCULINO,22
1542,1542,1542,12215992,68069328,7,FEMENINO,67
1543,1543,1543,264695283,2418669,0,FEMENINO,61
1544,1544,1544,227488902,7893290,32,FEMENINO,73
1545,1545,1545,24277935,243607593,4,MASCULINO,31
1546,1546,1546,13548440,475576,1,MASCULINO,39
1547,1547,1547,87739565,5522435,1,MASCULINO,50
1548,1548,1548,262322561,18265615,1,MASCULINO,58
1549,1549,1549,96627686,96896322,1,MASCULINO,30
1550,1550,1550,273977288,19084448,0,MASCULINO,68
1551,1551,1551,206337640,205221456,1,FEMENINO,72
1552,1552,1552,1774215,208634657,3,MASCULINO,34
1553,1553,1553,772896,3533760,3,FEMENINO,50
1554,1554,1554,274005115,84424629,0,MASCULINO,39
1555,1555,1555,244220671,224497225,1,MASCULINO,51
1556,1556,1556,243294355,215978365,0,FEMENINO,66
1557,1557,1557,110601365,219190619,0,FEMENINO,43
1558,1558,1558,246693912,408424,1,MASCULINO,75
1559,1559,1559,167240,40831616,1,MASCULINO,20
1560,1560,1560,265929719,76725817,0,MASCULINO,63
1561,1561,1561,44433642,42213966,0,MASCULINO,32
1562,1562,1562,266891051,81357765,2,MASCULINO,25
1563,1563,1563,1663446,14259730,2,MASCULINO,49
1564,1564,1564,1600038,16691282,1,MASCULINO,39
1565,1565,1565,122551673,1164943,2,FEMENINO,64
1566,1566,1566,41916015,1099385,3,MASCULINO,63
1567,1567,1567,168013890,94734558,1,MASCULINO,44
1568,1568,1568,7588204,24318860,1,MASCULINO,71
1569,1569,1569,618185,13337887,1,MASCULINO,40
1570,1570,1570,10235227,126348645,2,MASCULINO,46
1571,1571,1571,176058265,39377383,0,MASCULINO,48
1572,1572,1572,143019131,114794957,0,MASCULINO,69
1573,1573,1573,243143886,24318434,2,MASCULINO,28
1574,1574,1574,57525101,20645963,1,FEMENINO,31
1575,1575,1575,229229212,32547012,1,FEMENINO,60
1576,1576,1576,25463834,235557062,1,MASCULINO,21
1577,1577,1577,240002917,223006443,0,MASCULINO,49
1578,1578,1578,186759229,117253835,0,MASCULINO,74
1579,1579,1579,3740597,151514483,1,MASCULINO,52
1580,1580,1580,195972921,55056615,9,FEMENINO,73
1581,1581,1581,142370452,23124532,15,MASCULINO,65
1582,1582,1582,95502071,33986729,0,FEMENINO,42
1583,1583,1583,2724860,14460708,4,MASCULINO,63
1584,1584,1584,183930089,161231967,3,FEMENINO,24
1585,1585,1585,3481963,233473725,1,FEMENINO,36
1586,1586,1586,172057160,241894968,3,MASCULINO,33
1587,1587,1587,30819789,47707883,4,MASCULINO,79
1588,1588,1588,227335268,17680044,1,MASCULINO,22
1589,1589,1589,728649,274659263,0,MASCULINO,39
1590,1590,1590,266056174,1419226,0,MASCULINO,34
1591,1591,1591,267538521,243618055,2,MASCULINO,50
1592,1592,1592,1596912,18785144,1,MASCULINO,76
1593,1593,1593,97267264,7416416,0,MASCULINO,34
1594,1594,1594,163958,40185090,88,MASCULINO,39
1595,1595,1595,246717320,292848,1,MASCULINO,51
1596,1596,1596,264729611,133953893,1,MASCULINO,76
1597,1597,1597,229847921,127755183,1,FEMENINO,64
1598,1598,1598,159317007,224686905,1,FEMENINO,73
1599,1599,1599,48399492,9160764,1,FEMENINO,70
1600,1600,1600,229128518,36914074,6,MASCULINO,72
1601,1601,1601,228385349,83963019,1,FEMENINO,31
1602,1602,1602,227104045,167039435,0,MASCULINO,76
1603,1603,1603,34106705,107836735,1,MASCULINO,66
1604,1604,1604,266958188,79052684,1,MASCULINO,71
1605,1605,1605,91379153,94554895,1,MASCULINO,40
1606,1606,1606,237535798,58726610,2,MASCULINO,32
1607,1607,1607,221184849,222733815,1,FEMENINO,34
1608,1608,1608,184534804,256986764,6,FEMENINO,29
1609,1609,1609,217670750,107363530,1,MASCULINO,40
1610,1610,1610,219152975,15616849,1,MASCULINO,26
1611,1611,1611,273205561,69822359,1,FEMENINO,76
1612,1612,1612,134516820,65350708,3,FEMENINO,57
1613,1613,1613,32080504,238287944,1,MASCULINO,47
1614,1614,1614,98478260,264152972,8,FEMENINO,27
1615,1615,1615,84498176,9883064,2,MASCULINO,33
1616,1616,1616,1447101,229682787,0,MASCULINO,30
1617,1617,1617,7235681,249420543,0,FEMENINO,55
1618,1618,1618,70093703,249935025,1,MASCULINO,70
1619,1619,1619,226515370,67839502,15,MASCULINO,29
1620,1620,1620,19793868,277218516,0,MASCULINO,73
1621,1621,1621,275722268,111729148,1,MASCULINO,25
1622,1622,1622,270323523,132683141,1,FEMENINO,54
